dateh;hour;lease;t1;t2;hum;wind_speed;weather_code;weather_code_desc;is_holiday;is_holiday_desc;is_weekend;is_weekend_desc;season_type;season_type_desc
22-12-2015;3:00:00;326;15;15;79.5;36;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
21-02-2016;4:00:00;1504;15;15;72;36;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
01-02-2016;5:00:00;794;14.5;14.5;65;36;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
18-11-2015;6:00:00;2711;14;14;69.5;36;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
31-01-2016;7:00:00;688;14;14;77;36;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
01-02-2016;8:00:00;919;14;14;67;36;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
06-05-2015;9:00:00;1050;13.5;13.5;61;36;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
30-11-2015;10:00:00;1072;13.5;13.5;79.5;36;7;Lluvia;0;No Feriado;0;DdS;2;Otono
10-01-2015;11:00:00;90;13;13;77;36;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
06-05-2015;12:00:00;903;13;13;70;36;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
02-06-2015;13:00:00;51;13;13;82;36;7;Lluvia;0;No Feriado;0;DdS;1;Verano
05-12-2015;14:00:00;1480;13;13;63;36;4;Nublado;0;No Feriado;1;FdS;3;Invierno
05-12-2015;15:00:00;1262;13;13;67;36;4;Nublado;0;No Feriado;1;FdS;3;Invierno
06-02-2016;16:00:00;1283;13;13;63;36;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
20-02-2016;17:00:00;328;13;13;77;36;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
29-01-2016;18:00:00;693;12.5;12.5;79.5;36;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
02-06-2015;19:00:00;153;12;12;77;36;7;Lluvia;0;No Feriado;0;DdS;1;Verano
29-11-2015;20:00:00;448;12;12;72;36;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
05-12-2015;21:00:00;403;12;12;67;36;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
29-01-2016;22:00:00;527;12;12;77;36;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
29-01-2016;23:00:00;780;12;12;72;36;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
29-01-2016;0:00:00;411;12;12;82;36;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
28-11-2015;1:00:00;650;11.5;11.5;69.5;36;7;Lluvia;0;No Feriado;1;FdS;2;Otono
24-12-2015;2:00:00;385;11.5;11.5;77;36;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
26-01-2016;3:00:00;549;11.5;11.5;85;36;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
29-01-2016;4:00:00;1792;11.5;11.5;77;36;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
26-01-2016;5:00:00;713;11;11;72;36;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
06-02-2016;6:00:00;362;11;11;69.5;36;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
27-03-2016;7:00:00;1006;11;11;58;36;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
01-03-2015;8:00:00;1306;10;6;54;36;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
07-02-2016;9:00:00;1568;10;6;56;36;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
15-01-2015;10:00:00;912;9;5;52;36;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
08-02-2016;11:00:00;3577;9;5;58;36;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
27-11-2015;12:00:00;404;8;3.5;71;36;7;Lluvia;0;No Feriado;0;DdS;2;Otono
08-02-2016;13:00:00;456;8;3.5;62;36;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
08-02-2016;14:00:00;384;8;3.5;57;36;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
12-01-2016;15:00:00;2588;7;2;73.5;36;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
21-11-2015;16:00:00;1267;6;1;61;36;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
14-01-2016;17:00:00;2427;4;-2;56;36;1;Despejado;0;No Feriado;0;DdS;3;Invierno
13-11-2015;18:00:00;792;11.5;11.5;67;35.5;7;Lluvia;0;No Feriado;0;DdS;2;Otono
07-07-2015;19:00:00;2709;20.5;20.5;41.5;35;1;Despejado;0;No Feriado;0;DdS;1;Verano
27-07-2015;20:00:00;2001;19.5;19.5;50.5;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
12-05-2015;21:00:00;1361;18;18;38.5;35;1;Despejado;0;No Feriado;0;DdS;0;Primavera
04-09-2016;22:00:00;120;18;18;64;35;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
04-10-2016;23:00:00;1637;17;17;64;35;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
03-05-2015;0:00:00;2053;16.5;16.5;61;35;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
02-06-2015;1:00:00;968;16.5;16.5;80;35;4;Nublado;0;No Feriado;0;DdS;1;Verano
04-10-2016;2:00:00;2265;16.5;16.5;66;35;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
15-11-2015;3:00:00;125;16;16;72;35;4;Nublado;0;No Feriado;1;FdS;2;Otono
15-11-2015;4:00:00;582;16;16;72;35;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
09-05-2015;5:00:00;960;15;15;59;35;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
18-11-2015;6:00:00;874;15;15;63;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
22-12-2015;7:00:00;697;15;15;72;35;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
21-02-2016;8:00:00;1357;15;15;72;35;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
09-05-2015;9:00:00;1300;14.5;14.5;57;35;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
18-11-2015;10:00:00;652;14;14;83;35;7;Lluvia;0;No Feriado;0;DdS;2;Otono
31-01-2016;11:00:00;529;14;14;77;35;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
01-02-2016;12:00:00;1355;14;14;65;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
26-03-2016;13:00:00;682;14;14;82;35;7;Lluvia;0;No Feriado;1;FdS;0;Primavera
09-01-2015;14:00:00;2409;13.5;13.5;85;35;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
28-03-2015;15:00:00;1508;13.5;13.5;74.5;35;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
02-06-2015;16:00:00;38;13.5;13.5;82;35;4;Nublado;0;No Feriado;0;DdS;1;Verano
30-11-2015;17:00:00;726;13.5;13.5;65;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
10-01-2015;18:00:00;52;13;13;77;35;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
10-01-2015;19:00:00;69;13;13;82;35;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
10-01-2015;20:00:00;143;13;13;79.5;35;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
29-03-2015;21:00:00;575;13;13;82;35;7;Lluvia;0;No Feriado;1;FdS;0;Primavera
30-11-2015;22:00:00;2161;13;13;85;35;7;Lluvia;0;No Feriado;0;DdS;2;Otono
06-12-2015;23:00:00;446;13;13;65;35;4;Nublado;0;No Feriado;1;FdS;3;Invierno
06-12-2015;0:00:00;225;13;13;72;35;4;Nublado;0;No Feriado;1;FdS;3;Invierno
27-01-2016;1:00:00;641;13;13;82;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
27-01-2016;2:00:00;2481;13;13;77;35;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
29-11-2015;3:00:00;868;12;12;77;35;7;Lluvia;0;No Feriado;1;FdS;2;Otono
04-12-2015;4:00:00;457;12;12;67;35;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
05-12-2015;5:00:00;169;12;12;69.5;35;1;Despejado;0;No Feriado;1;FdS;3;Invierno
05-12-2015;6:00:00;159;12;12;69.5;35;1;Despejado;0;No Feriado;1;FdS;3;Invierno
21-12-2015;7:00:00;602;12;12;82;35;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
27-01-2016;8:00:00;102;12;12;82;35;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
27-01-2016;9:00:00;32;12;12;88;35;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
29-01-2016;10:00:00;1018;12;12;74.5;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
20-02-2016;11:00:00;471;12;12;88;35;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
29-01-2016;12:00:00;45;11;11;77;35;4;Nublado;0;No Feriado;0;DdS;3;Invierno
01-02-2016;13:00:00;360;11;11;60;35;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
25-12-2016;14:00:00;207;11;11;77;35;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
06-04-2016;15:00:00;840;10.5;8.5;69;35;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
10-04-2016;16:00:00;1639;10.5;8.5;60;35;1;Despejado;0;No Feriado;1;FdS;0;Primavera
12-01-2015;17:00:00;86;10;6;67;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
14-05-2015;18:00:00;321;10;6;85;35;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
13-11-2015;19:00:00;998;10;6;62;35;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
02-02-2016;20:00:00;112;10;6;62;35;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
07-02-2016;21:00:00;1684;10;6;54;35;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
10-01-2015;22:00:00;1436;9;5;48;35;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
02-03-2015;23:00:00;897;9;5;35.5;35;1;Despejado;0;No Feriado;0;DdS;0;Primavera
02-02-2016;0:00:00;1704;9;4.5;69;35;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
31-03-2015;1:00:00;445;8;3.5;55;35;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
30-01-2016;2:00:00;1216;8;4;66;35;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
02-03-2015;3:00:00;772;7;2;57;35;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
12-01-2016;4:00:00;2239;7;2;76;35;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
02-03-2016;5:00:00;1238;7;2.5;61;35;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
16-03-2016;6:00:00;1504;7;2;63.5;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
01-04-2015;7:00:00;46;6.5;1.5;61.5;35;1;Despejado;0;No Feriado;0;DdS;0;Primavera
03-03-2016;8:00:00;52;6.5;1.5;78.5;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
29-01-2015;9:00:00;700;6;1;63.5;35;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
21-11-2015;10:00:00;443;6;1;81;35;7;Lluvia;0;No Feriado;1;FdS;2;Otono
02-03-2016;11:00:00;563;6;1;78.5;35;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
03-03-2016;12:00:00;35;6;1;68.5;35;4;Nublado;0;No Feriado;0;DdS;0;Primavera
05-12-2015;13:00:00;408;12;12;67;34.5;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
24-02-2015;14:00:00;1353;9;5;44.5;34.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
07-08-2016;15:00:00;3555;26;26;46.5;34;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
02-07-2016;16:00:00;3096;20;20;43;34;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
03-05-2015;17:00:00;2276;18.5;18.5;58;34;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
28-07-2015;18:00:00;1165;18.5;18.5;50.5;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
09-05-2015;19:00:00;2495;18;18;41.5;34;1;Despejado;0;No Feriado;1;FdS;0;Primavera
12-05-2015;20:00:00;3988;18;18;34;34;1;Despejado;0;No Feriado;0;DdS;0;Primavera
02-06-2015;21:00:00;3474;18;18;60;34;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
07-11-2015;22:00:00;485;17.5;17.5;83;34;7;Lluvia;0;No Feriado;1;FdS;2;Otono
07-11-2015;23:00:00;884;17.5;17.5;85.5;34;7;Lluvia;0;No Feriado;1;FdS;2;Otono
12-05-2015;0:00:00;2001;17;17;42;34;1;Despejado;0;No Feriado;0;DdS;0;Primavera
28-07-2015;1:00:00;2124;17;17;56;34;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
07-11-2015;2:00:00;824;17;17;85.5;34;7;Lluvia;0;No Feriado;1;FdS;2;Otono
14-09-2015;3:00:00;1386;16;16;61;34;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
14-11-2015;4:00:00;348;15;15;85;34;7;Lluvia;0;No Feriado;1;FdS;2;Otono
14-11-2015;5:00:00;300;15;15;88;34;7;Lluvia;0;No Feriado;1;FdS;2;Otono
22-12-2015;6:00:00;1055;15;15;77;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
22-12-2015;7:00:00;2350;15;15;77;34;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
22-12-2015;8:00:00;985;15;15;74.5;34;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
21-02-2016;9:00:00;1320;15;15;72;34;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
12-12-2015;10:00:00;1056;14;14;72;34;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
22-12-2015;11:00:00;734;14;14;85;34;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
01-02-2016;12:00:00;2841;14;14;67;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
01-02-2016;13:00:00;2686;14;14;65;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
18-05-2015;14:00:00;1987;13.5;13.5;46;34;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
19-11-2015;15:00:00;208;13.5;13.5;65;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
19-11-2015;16:00:00;108;13.5;13.5;67.5;34;7;Lluvia;0;No Feriado;0;DdS;2;Otono
30-11-2015;17:00:00;861;13.5;13.5;69.5;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
28-03-2015;18:00:00;1478;13;13;77;34;4;Nublado;0;No Feriado;1;FdS;0;Primavera
18-04-2015;19:00:00;2873;13;13;45.5;34;1;Despejado;0;No Feriado;1;FdS;0;Primavera
05-05-2015;20:00:00;705;13;13;67;34;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
06-05-2015;21:00:00;1979;13;13;65;34;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
01-06-2015;22:00:00;363;13;13;67;34;7;Lluvia;0;No Feriado;0;DdS;1;Verano
05-12-2015;23:00:00;495;13;13;63;34;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
05-12-2015;0:00:00;1325;13;13;67;34;4;Nublado;0;No Feriado;1;FdS;3;Invierno
06-12-2015;1:00:00;418;13;13;67;34;4;Nublado;0;No Feriado;1;FdS;3;Invierno
01-02-2016;2:00:00;1813;13;13;63;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
29-11-2015;3:00:00;201;12.5;12.5;79.5;34;7;Lluvia;0;No Feriado;1;FdS;2;Otono
01-02-2016;4:00:00;1863;12.5;12.5;69.5;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
21-02-2016;5:00:00;143;12.5;12.5;82.5;34;4;Nublado;0;No Feriado;1;FdS;3;Invierno
01-06-2015;6:00:00;239;12;12;77;34;7;Lluvia;0;No Feriado;0;DdS;1;Verano
19-11-2015;7:00:00;76;12;12;74.5;34;7;Lluvia;0;No Feriado;0;DdS;2;Otono
19-11-2015;8:00:00;52;12;12;74.5;34;7;Lluvia;0;No Feriado;0;DdS;2;Otono
05-12-2015;9:00:00;199;12;12;67;34;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
26-01-2016;10:00:00;794;12;12;82;34;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
29-01-2016;11:00:00;1724;12;12;72;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
30-01-2016;12:00:00;169;11.5;11.5;85;34;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
28-11-2015;13:00:00;732;11;11;72;34;7;Lluvia;0;No Feriado;1;FdS;2;Otono
28-11-2015;14:00:00;463;11;11;72;34;7;Lluvia;0;No Feriado;1;FdS;2;Otono
29-11-2015;15:00:00;246;11;11;69.5;34;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
26-01-2016;16:00:00;696;11;11;67;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
10-04-2016;17:00:00;2378;11;11;56;34;1;Despejado;0;No Feriado;1;FdS;0;Primavera
24-12-2016;18:00:00;229;11;11;72;34;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
25-12-2016;19:00:00;300;11;11;77;34;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
29-03-2015;20:00:00;335;10.5;8.5;77;34;7;Lluvia;0;No Feriado;1;FdS;0;Primavera
06-04-2016;21:00:00;2930;10.5;8.5;54;34;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
12-01-2015;22:00:00;45;10;6;60;34;4;Nublado;0;No Feriado;0;DdS;3;Invierno
28-01-2016;23:00:00;552;10;6;71;34;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
29-04-2016;0:00:00;1169;9.5;7;56.5;34;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
23-02-2015;1:00:00;771;8.5;4.5;54;34;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
14-03-2016;2:00:00;1650;8.5;4.5;48;34;1;Despejado;0;No Feriado;0;DdS;0;Primavera
16-03-2016;3:00:00;1061;8.5;4.5;58;34;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
30-01-2016;4:00:00;1456;7.5;3;47.5;34;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
15-01-2015;5:00:00;810;7;2;51;34;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
01-04-2015;6:00:00;98;7;2;61;34;1;Despejado;0;No Feriado;0;DdS;0;Primavera
01-04-2015;7:00:00;3473;7;2;57;34;1;Despejado;0;No Feriado;0;DdS;0;Primavera
28-01-2015;8:00:00;1269;6;1;53;34;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
02-03-2015;9:00:00;1600;6;1;68.5;34;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
01-04-2015;10:00:00;65;6;1;61;34;1;Despejado;0;No Feriado;0;DdS;0;Primavera
01-04-2015;11:00:00;512;6;1;61;34;1;Despejado;0;No Feriado;0;DdS;0;Primavera
01-02-2015;12:00:00;208;4;-2;67.5;34;4;Nublado;0;No Feriado;1;FdS;3;Invierno
07-08-2016;13:00:00;3351;26.5;26.5;48;33.5;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
30-12-2015;14:00:00;958;14;14;59;33.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
09-01-2015;15:00:00;912;13.5;13.5;67.5;33.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
01-03-2016;16:00:00;2852;12;12;74.5;33.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
23-12-2015;17:00:00;66;11;11;64.5;33.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
12-01-2015;18:00:00;26;10;6.5;67;33.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
02-03-2015;19:00:00;1317;8.5;4.5;40;33.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
09-01-2016;20:00:00;106;7.5;3;81.5;33.5;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
22-02-2015;21:00:00;255;6.5;1.5;87;33.5;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
28-01-2015;22:00:00;2426;5.5;0.5;53;33.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
14-01-2016;23:00:00;617;5;-0.5;76;33.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
07-08-2016;0:00:00;3383;26;26;40.5;33;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
07-07-2015;1:00:00;1682;23;23;45.5;33;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
11-06-2015;2:00:00;1796;21;21;46;33;1;Despejado;0;No Feriado;0;DdS;1;Verano
27-07-2015;3:00:00;1479;20.5;20.5;54.5;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
26-08-2015;4:00:00;319;20;20;78;33;7;Lluvia;0;No Feriado;0;DdS;1;Verano
20-08-2016;5:00:00;919;18.5;18.5;66;33;7;Lluvia;0;No Feriado;1;FdS;1;Verano
09-05-2015;6:00:00;2718;18;18;40;33;1;Despejado;0;No Feriado;1;FdS;0;Primavera
30-09-2015;7:00:00;1717;18;18;43;33;1;Despejado;0;No Feriado;0;DdS;2;Otono
30-09-2015;8:00:00;1554;17.5;17.5;46;33;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
02-06-2015;9:00:00;807;17;17;77;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
28-07-2015;10:00:00;4471;16.5;16.5;61;33;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
17-11-2015;11:00:00;669;16.5;16.5;82.5;33;7;Lluvia;0;No Feriado;0;DdS;2;Otono
02-06-2015;12:00:00;1991;16;16;83;33;4;Nublado;0;No Feriado;0;DdS;1;Verano
09-11-2015;13:00:00;1138;15;15;82;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
15-11-2015;14:00:00;489;15;15;68;33;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
18-11-2015;15:00:00;2641;15;15;70;33;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
22-12-2015;16:00:00;977;15;15;77;33;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
22-12-2015;17:00:00;1025;15;15;72;33;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
01-12-2015;18:00:00;763;14;14;72;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
12-12-2015;19:00:00;1359;14;14;67;33;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
12-12-2015;20:00:00;946;14;14;69.5;33;4;Nublado;0;No Feriado;1;FdS;3;Invierno
22-12-2015;21:00:00;1913;14;14;85;33;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
31-01-2016;22:00:00;972;14;14;77;33;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
05-10-2016;23:00:00;4279;14;14;55;33;1;Despejado;0;No Feriado;0;DdS;2;Otono
12-12-2015;0:00:00;1409;13.5;13.5;69.5;33;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
04-02-2016;1:00:00;926;13.5;13.5;67;33;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
28-03-2015;2:00:00;693;13;13;67;33;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
30-11-2015;3:00:00;2461;13;13;82;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
21-12-2015;4:00:00;599;13;13;82;33;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
21-12-2015;5:00:00;993;13;13;85;33;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
22-12-2015;6:00:00;190;13;13;85;33;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
25-01-2016;7:00:00;1400;13;13;74.5;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
27-01-2016;8:00:00;1760;13;13;82;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
01-02-2016;9:00:00;129;13;13;77;33;4;Nublado;0;No Feriado;0;DdS;3;Invierno
01-02-2016;10:00:00;806;13;13;72;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
21-02-2016;11:00:00;240;13;13;79.5;33;4;Nublado;0;No Feriado;1;FdS;3;Invierno
12-01-2015;12:00:00;520;12.5;12.5;77;33;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
21-12-2015;13:00:00;637;12.5;12.5;77;33;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
12-01-2015;14:00:00;723;12;12;67;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
01-03-2015;15:00:00;2006;12;12;45.5;33;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
26-03-2015;16:00:00;854;12;12;56;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
13-11-2015;17:00:00;900;12;12;63;33;7;Lluvia;0;No Feriado;0;DdS;2;Otono
29-11-2015;18:00:00;246;12;12;88;33;7;Lluvia;0;No Feriado;1;FdS;2;Otono
29-01-2016;19:00:00;1171;12;12;82;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
30-01-2016;20:00:00;101;12;12;82;33;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
06-02-2016;21:00:00;944;12;12;72;33;4;Nublado;0;No Feriado;1;FdS;3;Invierno
20-02-2016;22:00:00;581;12;12;88;33;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
21-02-2016;23:00:00;70;12;12;88;33;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
28-03-2016;0:00:00;1589;12;12;44;33;2;Nubosidad Variable;1;Feriado;0;DdS;0;Primavera
18-10-2016;1:00:00;2066;12;12;54;33;1;Despejado;0;No Feriado;0;DdS;2;Otono
09-01-2015;2:00:00;85;11.5;11.5;85;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
09-01-2015;3:00:00;47;11;11;85;33;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
01-03-2015;4:00:00;1807;11;11;52;33;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
29-11-2015;5:00:00;179;11;11;67;33;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
23-12-2015;6:00:00;304;11;11;64.5;33;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
26-01-2016;7:00:00;806;11;11;82;33;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
26-01-2016;8:00:00;1581;11;11;85;33;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
29-01-2016;9:00:00;71;11;11;77;33;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
23-12-2016;10:00:00;1214;11;11;77;33;4;Nublado;0;No Feriado;0;DdS;3;Invierno
23-12-2016;11:00:00;1017;11;11;82;33;4;Nublado;0;No Feriado;0;DdS;3;Invierno
